date,open,high,low,close,volume
2026-01-29,736.8,743.36,711.94,737.68,59852900
2026-01-30,726.88,731.54,712.98,715.89,23744600
2026-02-02,713.99,720.68,702.92,705.81,14365200
2026-02-03,706.76,716.39,685.82,691.11,13760700
2026-02-04,687.14,688.24,666.89,668.42,16882800
2026-02-05,663.01,680.92,652.94,669.64,17131800
2026-02-06,664.92,671.42,645.95,660.89,18159300
2026-02-09,662.61,682.73,658.22,676.64,14837500
2026-02-10,677.02,680.07,669.22,670.15,10455800
2026-02-11,673.42,678.69,656.54,668.12,14323800
2026-02-12,669.4,675.42,644.73,649.25,14960100
2026-02-13,644.55,650.87,634.03,639.22,12336400
2026-02-17,638.95,642.05,628.26,638.74,12674700
2026-02-18,633.26,644.45,627.61,642.67,14649200
2026-02-19,638.02,646.64,636.18,644.23,10035700
2026-02-20,639.14,662.78,638.23,655.1,14183500
2026-02-23,651.98,657.14,635.46,636.7,8605900
2026-02-24,632.54,640.56,628.44,638.75,10135600
2026-02-25,641.98,653.32,641.59,653.13,11330700
2026-02-26,649.99,660.43,646.95,656.45,10637700
2026-02-27,642.9,648.88,637.57,647.63,15703000
2026-03-02,636.61,659.38,633.96,653.0,9816100
2026-03-03,647.74,658.48,638.29,654.52,12263800
2026-03-04,657.4,672.19,657.11,667.16,10810100
2026-03-05,661.36,670.13,649.75,660.0,13341400
2026-03-06,647.35,648.91,635.57,644.31,13159400
2026-03-09,634.24,647.2,626.24,646.84,13489700
2026-03-10,653.0,659.74,648.44,653.51,9859300
2026-03-11,654.2,658.56,647.81,654.3,8977200
2026-03-12,648.2,652.94,636.36,637.63,11617500
2026-03-13,623.36,628.63,609.03,613.18,18957600
2026-03-16,632.0,634.75,623.1,627.45,15134900
2026-03-17,627.99,636.55,621.7,622.66,10348800
2026-03-18,616.34,622.65,614.61,615.68,11726300
2026-03-19,612.15,613.0,602.26,606.7,13247700
2026-03-20,603.53,603.96,587.25,593.66,21214900
2026-03-23,605.79,608.64,599.01,604.06,13638000
2026-03-24,599.1,601.0,591.0,592.92,10739700
2026-03-25,598.74,603.67,593.4,594.89,12585000
2026-03-26,582.49,583.0,543.35,547.54,35780100
2026-03-27,540.1,543.6,520.26,525.72,30133000
2026-03-30,536.38,539.55,528.54,536.38,22795200
2026-03-31,549.98,573.69,546.77,572.13,32898300
2026-04-01,580.13,592.55,573.82,579.23,23608100
2026-04-02,566.04,578.5,559.7,574.46,13518500
